iter	RMSE
495	0.5633777459
496	0.5632605226
497	0.5630779207
498	0.5629610616
499	0.5628197384
500	0.562702949
501	0.562576622
502	0.5624511176
503	0.562145287
504	0.561806352
505	0.5617060841
506	0.5615882446
507	0.5614677078
508	0.561369418
509	0.5611967294
510	0.5609167719
511	0.5608262398
512	0.5606485063
513	0.5605363868
514	0.560420401
515	0.560171332
516	0.5600646951
517	0.5599023733
518	0.559709916
519	0.5595333101
520	0.5593750818
521	0.5592589069
522	0.5591402495
523	0.5590244182
524	0.5588133533
525	0.5587056876
526	0.5584884912
527	0.5583669255
528	0.5582132567
529	0.5580169705
530	0.5579083509
531	0.5577899778
532	0.5576804074
533	0.5575560507
534	0.5573490552
535	0.5572346155
536	0.557152374
537	0.5570286786
538	0.556915814
539	0.556800224
540	0.5566200977
541	0.5563098129
542	0.5562042517
543	0.5561026142
544	0.5559922844
545	0.5558900925
546	0.5557268429
547	0.5555687755
548	0.5554725744
549	0.5553601243
550	0.5552602305
551	0.5549962899
552	0.554752942
553	0.5546425366
554	0.5545217071
555	0.5544126679
556	0.554237191
557	0.5541291047
558	0.5540281587
559	0.5537054109
560	0.5534356839
561	0.5533159767
562	0.553215179
563	0.5531042884
564	0.5528973521
565	0.5527853791
566	0.5526859807
567	0.5525763401
568	0.5522631845
569	0.5521589056
570	0.55198042
571	0.5518797002
572	0.5517836883
573	0.5516289643
574	0.5515343182
575	0.5514322496
576	0.5513375092
577	0.551246708
578	0.5511467052
579	0.5509837181
580	0.5508092825
581	0.5507148987
582	0.5505723244
583	0.5502975884
584	0.5501934963
585	0.5498881115
586	0.549599849
587	0.5494123232
588	0.5493103574
589	0.549217358
590	0.5491066558
591	0.548945769
592	0.5484446005
593	0.5483287713
594	0.5482326404
595	0.548136061
596	0.5480387144
597	0.5479377648
598	0.5477833213
599	0.5475332926
600	0.5474305993
601	0.5472903729
602	0.5471793867
603	0.5467753818
604	0.5466771057
605	0.5463880947
606	0.5462479362
607	0.5461462829
608	0.5460559464
609	0.5458770105
610	0.5456462517
611	0.5455558843
612	0.545447897
613	0.5453343815
614	0.5451918429
615	0.5449936304
616	0.5448641899
617	0.5446475803
618	0.5443892072
619	0.544307943
620	0.5442194918
621	0.5441183193
622	0.5440265771
623	0.5439390982
624	0.5434716433
625	0.5433840602
626	0.5432910576
627	0.5427455471
628	0.5426537077
629	0.5425543542
630	0.5424637111
631	0.5421672487
632	0.5420734144
633	0.5419705118
634	0.5417479262
635	0.5416456785
636	0.541562994
637	0.541461966
638	0.5411147299
639	0.5409744291
640	0.5407464643
641	0.5405995314
642	0.5405170613
643	0.5403089555
644	0.5402161719
645	0.5400582132
646	0.5398119889
647	0.5396848447
648	0.5395338582
649	0.5394767407
650	0.5393902885
651	0.5393093049
652	0.5391712594
653	0.5390089174
654	0.5388645604
655	0.5387807897
656	0.5382925726
657	0.5382045189
658	0.5381168594
659	0.5380018687
660	0.5377277925
661	0.5375796587
662	0.5374836299
663	0.5373188325
664	0.537029284
665	0.5368396045
666	0.53674888
667	0.536536822
668	0.5364596986
669	0.5363013592
670	0.5361345158
671	0.535867386
672	0.5357033347
673	0.5354930354
674	0.5353429332
675	0.5352433151
676	0.5351424368
677	0.5350152495
678	0.5347726308
679	0.5346747261
680	0.5345801948
681	0.5343865003
682	0.5342965805
683	0.5341523596
684	0.5339657666
685	0.5338374256
686	0.5334976559
687	0.5333616213
688	0.533102057
689	0.5329516796
690	0.5328327431
691	0.5327383101
692	0.5326492144
693	0.5325660477
694	0.5323881515
695	0.5322201246
696	0.5316046579
697	0.5314689123
698	0.5313755553
699	0.5312412396
700	0.5311505584
701	0.5310229437
702	0.5307334356
703	0.530638752
704	0.5304848412
705	0.5303991408
706	0.5303033048
707	0.530174407
708	0.5300820431
709	0.5299819059
710	0.5298170238
711	0.5296164574
712	0.5295428739
713	0.5293463357
714	0.5290783402
715	0.5289788389
716	0.5288465903
717	0.5287554765
718	0.5284117688
719	0.5282627988
720	0.5281820586
721	0.5281081094
722	0.528033721
723	0.5278142447
724	0.5277296115
725	0.527595941
726	0.5274234298
727	0.5273283993
728	0.526800105
729	0.5266550518
730	0.5264809141
731	0.5263197402
732	0.5261273098
733	0.525946129
734	0.5256815431
735	0.525608647
736	0.5254775599
737	0.5253519457
738	0.5252489604
739	0.5248841141
740	0.5247904245
741	0.524583766
742	0.5244139628
743	0.5243313293
744	0.5242403529
745	0.5240530342
746	0.5239555314
747	0.5237795855
748	0.5236253199
749	0.5234414506
750	0.523257885
751	0.5230550736
752	0.5228990146
753	0.5228031626
754	0.5226800823
755	0.5225855393
756	0.5224574215
757	0.5223318
758	0.522250841
759	0.5220407764
760	0.5219393726
761	0.521846509
762	0.5217045843
763	0.5215694264
764	0.5214890056
765	0.5213512442
766	0.5211951374
767	0.5209533014
768	0.5205943499
769	0.5204454923
770	0.5202155324
771	0.5201327851
772	0.5199328242
773	0.5198439754
774	0.5197097836
775	0.5196237633
776	0.5195329867
777	0.5193558334
778	0.5192813195
779	0.5191873419
780	0.5190368825
781	0.5189373039
782	0.5188421786
783	0.5186964317
784	0.5186117015
785	0.5184638713
786	0.5183220763
787	0.5181689459
788	0.5180701742
789	0.5180004447
790	0.5178910668
791	0.5178099754
792	0.5176143016
793	0.5175289712
794	0.5173947773
795	0.517316331
796	0.5172354876
797	0.5171442909
798	0.5170582948
799	0.51697908
800	0.5166279816
801	0.5165438279
802	0.5164703833
803	0.5162914181
804	0.5162103521
805	0.516113994
806	0.5159109645
807	0.5158147644
808	0.5156922356
809	0.5156272067
810	0.5154613242
811	0.5153857689
812	0.5152938941
813	0.5152206826
814	0.5151472408
815	0.5146960893
816	0.5146066815
817	0.5144443572
818	0.5143560069
819	0.5142831672
820	0.5141955543
821	0.5139531718
822	0.5138673235
823	0.51378897
824	0.5136693115
825	0.5134182545
826	0.5131566796
827	0.5130687077
828	0.5129857052
829	0.5129066944
830	0.5127901661
831	0.5127092261
832	0.5125316067
833	0.5122865653
834	0.5121997278
835	0.5121189115
836	0.5119988841
837	0.5119130048
838	0.5118291959
839	0.5116905324
840	0.5116047393
841	0.5115311709
842	0.5113893643
843	0.5113129075
844	0.5112210175
845	0.5111401468
846	0.5110599342
847	0.5108141574
848	0.5106532895
849	0.5104503256
850	0.5103213
851	0.5102136585
852	0.5101219739
853	0.5099957613
854	0.5098404117
855	0.5094659409
856	0.5093847384
857	0.5092661804
858	0.508881145
859	0.5087365762
860	0.5085783428
861	0.5084953634
862	0.5084272578
863	0.5083345184
864	0.5082595449
865	0.5080921692
866	0.5079551997
867	0.5078775989
868	0.5078081842
869	0.5077393515
870	0.5073333222
871	0.5072094511
872	0.5071300258
873	0.5069616661
874	0.5068461179
875	0.5067268138
876	0.506550537
877	0.5064236644
878	0.5063320672
879	0.5060165012
880	0.5056852609
881	0.5056059465
882	0.5055334099
883	0.5054439031
884	0.5052283516
885	0.5051193325
886	0.5049509294
887	0.5045150393
888	0.5043997436
889	0.5043261027
890	0.5041770803
891	0.5040876719
892	0.504021878
893	0.5039398853
894	0.5037807666
895	0.503699233
896	0.503613287
897	0.5035478406
898	0.5034884475
899	0.5032528526
900	0.503140188
901	0.50305893
902	0.5029830974
903	0.5028699432
904	0.5027017261
905	0.5026067831
906	0.5024980183
907	0.5024421151
908	0.5023593966
909	0.5022819963
910	0.502211947
911	0.5021342496
912	0.501880842
913	0.5017138017
914	0.5016014091
915	0.5015265844
916	0.5013560285
917	0.5012896503
918	0.5011737604
919	0.5009401848
920	0.5008535421
921	0.5007495896
922	0.5006505625
923	0.5005899207
924	0.5004530815
925	0.5003857125
926	0.5003082033
927	0.5002294527
928	0.500102388
929	0.4999685193
930	0.4998444971
931	0.4997778754
932	0.4996706961
933	0.4995409266
934	0.4994695587
935	0.4993970663
936	0.4991393049
937	0.4990235898
938	0.4989405452
939	0.4988331655
940	0.4987703764
941	0.4986555853
942	0.4985773488
943	0.4981798947
944	0.4981098702
945	0.4980378372
946	0.4979632579
947	0.4978196072
948	0.4975869247
949	0.4975193734
950	0.49744856
951	0.497286487
952	0.497135407
953	0.4970597709
954	0.4969679783
955	0.4968832437
956	0.4964836604
957	0.4964035114
958	0.4959267888
959	0.4958124339
960	0.4956142385
961	0.4955296304
962	0.4953979907
963	0.4952929223
964	0.4951675207
965	0.4950521308
966	0.4948619222
967	0.4947266548
968	0.4946486139
969	0.4945723661
970	0.4945017014
971	0.4944422553
972	0.4940708508
973	0.4939875168
974	0.4938185576
975	0.4937146535
976	0.4936134287
977	0.4935200752
978	0.493294004
979	0.4930531054
980	0.4929746876
981	0.4928103812
982	0.492734538
983	0.4926618062
984	0.492506038
985	0.492387797
986	0.4922753948
987	0.4920467336
988	0.491973561
989	0.4918593003
990	0.491776808
991	0.4916772458
992	0.4915492645
993	0.491449654
994	0.4913847821
995	0.4912546487
996	0.4911825295
997	0.4910717953
998	0.4909977059
999	0.4909398587
